placeID,name,link,address,open_time,price_range,average_score,total_review
208,King BBQ Buffet Lotte Mart Nam Sài Gòn,https://www.foody.vn/ho-chi-minh/king-bbq-buffet-lotte-mart-nam-sai-gon,"Lầu 3 Lotte Mart Nam Sài Gòn, 469 Nguyễn Hữu Thọ, P. Tân Hưng,  Quận 7, TP. HCM",09:00 AM - 10:00 PM,100.000đ - 500.000đ,8.2,17
209,King BBQ Buffet Song Hành,https://www.foody.vn/ho-chi-minh/king-bbq-buffet-song-hanh,"47 Song Hành,  Quận 2, TP. HCM",10:00 AM - 10:00 PM,100.000đ - 500.000đ,8.3,16
210,King BBQ Buffet Vincom Lê Văn Việt,https://www.foody.vn/ho-chi-minh/king-bbq-buffet-vincom-le-van-viet,"Vincom Lê Văn Việt, 50 Lê Văn Việt,  Quận 9, TP. HCM",09:00 AM - 10:00 PM,200.000đ - 500.000đ,8.0,34
211,Kissho - Nhà hàng Nhật Bản,https://www.foody.vn/ho-chi-minh/kissho,"14 Nguyễn Huệ, P. Bến Nghé,  Quận 1, TP. HCM",11:00 AM - 11:00 PM,300.000đ - 1.100.000đ,7.6,61
212,Koi Thé Café - AEON Mall Bình Tân,https://www.foody.vn/ho-chi-minh/koi-the-cafe-viet-nam-aeon-mall-binh-tan,"Lô F29B, Tầng 1, Aeon Mall Bình Tân, 1 Đường Số 17A, P. Bình Trị Đông,  Quận Bình Tân, TP. HCM",10:00 AM - 10:00 PM,40.000đ - 60.000đ,7.4,161
213,Koi Thé Café - Cao Thắng,https://www.foody.vn/ho-chi-minh/koi-the-cafe-cao-thang,"62C Cao Thắng,  Quận 3, TP. HCM",09:00 - 22:00,25.000đ - 60.000đ,7.1,70
214,Koi Thé Café - Huỳnh Thúc Kháng,https://www.foody.vn/ho-chi-minh/koi-the-cafe-huynh-thuc-khang,"17 Huỳnh Thúc Kháng, P. Bến Nghé,  Quận 1, TP. HCM",10:00 - 22:00,40.000đ - 70.000đ,7.4,23
215,Koi Thé Café - Lotte Mart Nam Sài Gòn,https://www.foody.vn/ho-chi-minh/koi-the-cafe-viet-nam-lotte-mart-nam-sai-gon,"Tầng Trệt, Lotte Mart Nguyễn Hữu Thọ, 469 Nguyễn Hữu Thọ, P. Tân Hưng,  Quận 7, TP. HCM",09:00 AM - 10:00 PM,40.000đ - 60.000đ,7.6,40
216,Koi Thé Café - Nguyễn Đức Cảnh,https://www.foody.vn/ho-chi-minh/koi-the-cafe-nguyen-duc-canh,"157 Khu Grand View, Nguyễn Đức Cảnh, P. Tân Phong,  Quận 7, TP. HCM",08:30 AM - 10:00 PM,30.000đ - 60.000đ,7.9,11
217,Koi Thé Café - Ngô Đức Kế,https://www.foody.vn/ho-chi-minh/koi-the-cafe-viet-nam-ngo-duc-ke,"76 Ngô Đức Kế, P. Bến Nghé,  Quận 1, TP. HCM",09:00 - 10:00 PM,40.000đ - 60.000đ,7.4,639
218,Koi Thé Café - Pearl Plaza,https://www.foody.vn/ho-chi-minh/koi-the-cafe-viet-nam-pearl-plaza,"L1-01 Pearl Plaza, 561A Điện Biên Phủ, P. 25,  Quận Bình Thạnh, TP. HCM",09:00 - 22:00,40.000đ - 60.000đ,7.4,87
219,Koi Thé Café - Phạm Hồng Thái,https://www.foody.vn/ho-chi-minh/koi-the-cafe-pham-hong-thai,"24 Phạm Hồng Thái, P. Bến Thành,  Quận 1, TP. HCM",10:00 - 22:00,40.000đ - 60.000đ,6.9,12
220,Koi Thé Café - Saigon Garden,https://www.foody.vn/ho-chi-minh/koi-the-cafe-viet-nam-saigon-garden,"108-110 Hồ Tùng Mậu, P. Bến Nghé,  Quận 1, TP. HCM",10:00 AM - 10:00 PM,40.000đ - 60.000đ,7.5,220
221,Koi Thé Café - SC VivoCity,https://www.foody.vn/ho-chi-minh/koi-the-viet-nam-sc-vivocity,"01 - 16, Khu F, Tầng 1, SC VivoCity, 1058 Nguyễn Văn Linh, KP. 1, P. Tân Phong,  Quận 7, TP. HCM",10:00 AM - 09:00 PM,40.000đ - 60.000đ,7.2,387
222,Koi Thé Café - The Garden Mall,https://www.foody.vn/ho-chi-minh/koi-the-cafe-the-garden-mall,"Tầng Trệt The Garden Mall, 190 Hồng Bàng, P. 12,  Quận 5, TP. HCM",09:00 - 22:30,30.000đ - 60.000đ,7.3,16
223,Koi Thé Café - Vincom Mega Mall Thảo Điền,https://www.foody.vn/ho-chi-minh/koi-the-cafe-viet-nam-vincom-mega-mall-thao-dien,"Tầng 1, Vincom Mega Mall Thảo Điền, 159 Xa Lộ Hà Nội, P. Thảo Điền,  Quận 2, TP. HCM",09:30 - 22:00,40.000đ - 60.000đ,7.6,134
224,Kukai Udon - Chấn Hưng,https://www.foody.vn/ho-chi-minh/kukai-udon-chan-hung,"145 Chấn Hưng, P. 6,  Quận Tân Bình, TP. HCM",12:00 PM - 10:00 PM,20.000đ - 70.000đ,6.8,194
225,Lava Coffee - Quang Trung,https://www.foody.vn/ho-chi-minh/lava-coffee-quang-trung,"61 Quang Trung, P. 10,  Quận Gò Vấp, TP. HCM",07:00 AM - 10:00 PM,17.000đ - 41.000đ,7.4,276
226,LEE VU Coffee,https://www.foody.vn/ho-chi-minh/lee-vu-coffee,"47/7 Phan Văn Hớn, Bà Điểm,  Hóc Môn, TP. HCM",07:00 AM - 10:00 PM,12.000đ - 30.000đ,7.7,26
227,Long Island,https://www.foody.vn/ho-chi-minh/long-island,"173 Long Thuận, P. Long Phước,  Quận 9, TP. HCM",08:00 AM - 06:00 PM,100.000đ - 2.750.000đ,7.3,11
228,Lotteria - Nguyễn Ảnh Thủ,https://www.foody.vn/ho-chi-minh/lotteria-nguyen-anh-thu,"159/6 - 160/1 Nguyễn Ảnh Thủ, X. Trung Chánh,  Hóc Môn, TP. HCM",07:00 AM - 10:00 PM,40.000đ - 132.000đ,6.1,24
229,Lu's Coffee - Phạm Hùng,https://www.foody.vn/ho-chi-minh/lu-s-coffee-pham-hung,"229B Phạm Hùng, P. 4,  Quận 8, TP. HCM",08:00 AM - 10:00 PM,20.000đ - 30.000đ,7.6,59
230,Lẩu Dê 404 - Đường số 9,https://www.foody.vn/ho-chi-minh/quan-404-duong-so-9,"110A Đường Số 9A, Khu Dân Cư Trung Sơn, P. Bình Hưng,  Bình Chánh, TP. HCM",11:00 AM - 10:30 PM,50.000đ - 220.000đ,7.1,30
231,Lẩu Hữu Nghị,https://www.foody.vn/ho-chi-minh/lau-huu-nghi,"149 Tùng Thiện Vương, P. 11,  Quận 8, TP. HCM",,50.000đ - 220.000đ,6.8,52
232,Lẩu Nướng Thái Lan Số 7 - Poi Pet,https://www.foody.vn/ho-chi-minh/lau-nuong-thai-lan-so-7-poi-pet,"31A2 Hùng Vương,  Quận 5, TP. HCM",12:00 PM - 11:00 PM,30.000đ - 100.000đ,7.2,235
233,Lẩu Tôm Càng Xiên - Âu Cơ,https://www.foody.vn/ho-chi-minh/lau-tom-cang-xien-au-co,"983 Âu Cơ,  Quận Tân Phú, TP. HCM",10:00 - 23:00,25.000đ - 280.000đ,6.8,115
234,Lẩu Tôm Càng Xiên - Trần Nhân Tôn,https://www.foody.vn/ho-chi-minh/lau-tom-cang-xien-tran-nhan-ton,"142 Trần Nhân Tôn,  Quận 10, TP. HCM",10:00 AM - 11:00 PM,25.000đ - 280.000đ,7.1,329
235,Làng Nướng Hồng Đào - Bò Tơ Củ Chi,https://www.foody.vn/ho-chi-minh/lang-nuong-hong-dao,"171 Quốc Lộ 22, Ấp Trung, Xã Tân Thông Hội  ,  Củ Chi, TP. HCM",08:00 AM - 10:30 PM,150.000đ - 220.000đ,7.0,6
236,Làng Nướng Nam Bộ - Tô Hiến Thành,https://www.foody.vn/ho-chi-minh/lang-nuong-nam-bo-to-hien-thanh,"302A Tô Hiến Thành, P. 15,  Quận 10, TP. HCM",10:00 AM - 11:30 PM,80.000đ - 165.000đ,7.3,284
237,Lâu Đài Đá Cafe - Tô Hiệu,https://www.foody.vn/ho-chi-minh/lau-dai-da-cafe-to-hieu,"110 Tô Hiệu,  Quận Tân Phú, TP. HCM",06:30 AM - 11:00 PM,27.000đ - 200.000đ,6.7,99
238,Marukame Udon - AEON Mall Tân Phú,https://www.foody.vn/ho-chi-minh/marukame-udon-aeon-mall,"Tầng 1, AEON Mall Tân Phú, 30 Bờ Bao Tân Thắng, P. Sơn Kỳ,  Quận Tân Phú, TP. HCM",09:00 AM - 10:00 PM,60.000đ - 165.000đ,7.5,417
239,Marukame Udon - Đường 3 Tháng 2,https://www.foody.vn/ho-chi-minh/marukame-udon-duong-3-thang-2,"300 Đường 3 Tháng 2,  Quận 10, TP. HCM",08:00 AM - 10:00 PM,50.000đ - 150.000đ,7.6,57
240,Marukame Udon - Saigon Mall,https://www.foody.vn/ho-chi-minh/marukame-udon-saigonmall,"2A Phan Văn Trị , P. 10,  Quận Gò Vấp, TP. HCM",07:00 AM - 09:30 PM,60.000đ - 300.000đ,_._,0
241,Marukame Udon - SC VivoCity,https://www.foody.vn/ho-chi-minh/marukame-udon-sc-vivocity,"Tầng 2, SC VivoCity, 1058 Nguyễn Văn Linh, KP. 1, P. Tân Phong,  Quận 7, TP. HCM",10:00 AM - 10:00 PM,60.000đ - 170.000đ,7.2,147
242,Marukame Udon - Thảo Điền,https://www.foody.vn/ho-chi-minh/marukame-udon-tempura,"27 Thảo Điền, P. Thảo Điền,  Quận 2, TP. HCM",10:00 - 22:00,69.000đ - 100.000đ,7.9,3
243,Marukame Udon - Udon & Tempura - AEON Mall Bình Tân,https://www.foody.vn/ho-chi-minh/marukame-udon-udon-tempura-aeon-mall-binh-tan,"Lô T5, Tầng 3, Aeon Mall Bình Tân, 1 Đường Số 17A, P. Bình Trị Đông,  Quận Bình Tân, TP. HCM",10:00 AM - 10:00 PM,80.000đ - 100.000đ,7.6,35
244,Marukame Udon - Udon & Tempura - Hai Bà Trưng,https://www.foody.vn/ho-chi-minh/marukame-udon-udon-tempura-hai-ba-trung,"342 - 344 Hai Bà Trưng, P. Tân Định,  Quận 1, TP. HCM",10:00 AM - 10:00 PM,60.000đ - 300.000đ,7.2,114
245,Marukame Udon - Udon & Tempura - Lý Tự Trọng,https://www.foody.vn/ho-chi-minh/marukame-udon-udon-tempura,"215 Lý Tự Trọng, P. Bến Thành,  Quận 1, TP. HCM",07:00 AM - 09:30 PM,60.000đ - 300.000đ,7.4,608
246,McDonald's - Phú Lâm,https://www.foody.vn/ho-chi-minh/mcdonald-s-phu-lam,"718Bis Kinh Dương Vương,  Quận 6, TP. HCM",Thứ 6 - Thứ 7  00:00 - 23:59,30.000đ - 80.000đ,7.5,79
247,Mèo Béo Tira - Tiramitsu Matcha - Shop Online,https://www.foody.vn/ho-chi-minh/meo-beo-tira-tiramitsu-matcha-shop-online,"170 Lê Văn Khương, Thới An,  Quận 12, TP. HCM",09:00 AM - 09:00 PM,20.000đ - 75.000đ,5.1,26
248,Miền Đồng Thảo Cafe,https://www.foody.vn/ho-chi-minh/mien-dong-thao-cafe,"221A Nguyễn Trọng Tuyển, P. 8,  Quận Phú Nhuận, TP. HCM",Cả ngày   07:00 AM - 11:00 PM,20.000đ - 55.000đ,7.0,201
249,Miền Thảo Mộc - Cafe Sân Vườn,https://www.foody.vn/ho-chi-minh/mien-thao-moc-cafe-san-vuon,"554E Minh Phụng, P. 9,  Quận 11, TP. HCM",08:00 AM - 11:00 PM,30.000đ - 60.000đ,7.1,105
250,Mẹt Quán - Bún Đậu Mắm Tôm,https://www.foody.vn/ho-chi-minh/met-quan-bun-dau-mam-tom,"689B Nguyễn Văn Quá,  Quận 12, TP. HCM",11:00 AM - 10:00 PM,20.000đ - 100.000đ,7.3,23
251,Moda House Coffee - Tô Ký,https://www.foody.vn/ho-chi-minh/moda-house-coffee-to-ky,"263/90 Tô Ký,  Quận 12, TP. HCM",07:00 AM - 10:30 PM,12.000đ - 50.000đ,7.9,24
252,Monkey In Black Cafe - Sư Vạn Hạnh,https://www.foody.vn/ho-chi-minh/monkey-in-black-su-van-hanh,"698 Sư Vạn Hạnh,  Quận 10, TP. HCM",08:00 AM - 10:00 PM,17.000đ - 49.000đ,7.5,866
253,Monkey In Black Cafe - Trần Quang Khải,https://www.foody.vn/ho-chi-minh/monkey-in-black,"263 Trần Quang Khải, P. Tân Định,  Quận 1, TP. HCM",08:00 AM - 10:00 PM,25.000đ - 100.000đ,7.5,"1,020"
254,Moon Fast Food - Món Hàn - Xuân Hồng,https://www.foody.vn/ho-chi-minh/moon-fast-food-xuan-hong,"53 Xuân Hồng, P. 12,  Quận Tân Bình, TP. HCM",,12.000đ - 30.000đ,6.9,472
255,Moon Hàng Nước - Bành Văn Trân,https://www.foody.vn/ho-chi-minh/moon-hang-nuoc-banh-van-tran,"181 Bành Văn Trân, P. 7,  Quận Tân Bình, TP. HCM",09:00 AM - 10:00 PM,20.000đ - 30.000đ,8.2,8
256,Morico - Modern Japanese Restaurant Cafe - Crescent Mall,https://www.foody.vn/ho-chi-minh/morico-modern-japanese-restaurant-cafe-crescent-mall,"Tầng 2 Crescent Mall, 101 Tôn Dật Tiên, P. Tân Phú,  Quận 7, TP. HCM",10:00 - 21:30,70.000đ - 165.000đ,7.8,284
257,Morico - Modern Japanese Restaurant Cafe - Mplaza Saigon,https://www.foody.vn/ho-chi-minh/morico-modern-japanese-restaurant-cafe-mplaza-saigon,"Mplaza Saigon, 39 Lê Duẩn, P. Bến Nghé,  Quận 1, TP. HCM",10:00 - 21:30,70.000đ - 165.000đ,7.7,330
258,Morico - Modern Japanese Restaurant Cafe - Saigon Pearl,https://www.foody.vn/ho-chi-minh/morico-modern-japanese-restaurant-cafe-saigon-pearl,"Saigon Pearl, 92 Nguyễn Hữu Cảnh,  Quận Bình Thạnh, TP. HCM",10:00 - 21:30,70.000đ - 165.000đ,7.9,120
259,Morico - Modern Japanese Restaurant Cafe - Vincom Center,https://www.foody.vn/ho-chi-minh/morico-modern-japanese-restaurant-cafe-vincom-center,"Tầng B3 Vincom Center, 70 - 72 Lê Thánh Tôn, P. Bến Nghé,  Quận 1, TP. HCM",10:00 - 22:00,70.000đ - 220.000đ,7.6,459
260,Motif Coffee,https://www.foody.vn/ho-chi-minh/motif-coffee,"167 Đường Số 6, P. Bình Trị Đông B,  Quận Bình Tân, TP. HCM",08:00 AM - 10:00 PM,18.000đ - 35.000đ,8.3,18
261,Mr.BBQ - Ẩm thực Hàn Quốc,https://www.foody.vn/ho-chi-minh/mrbbq,"137 Tôn Dật Tiên,  Quận 7, TP. HCM",10:00 AM - 10:00 PM,150.000đ - 330.000đ,7.4,191
262,Mỳ 7 Tô - Nguyễn Duy Dương,https://www.foody.vn/ho-chi-minh/my-7-to-20-nguyen-duy-vuong,"Lầu 2, 20 Nguyễn Duy Dương, P. 8,  Quận 5, TP. HCM",10:00 AM - 10:00 PM,9.000đ - 49.000đ,7.0,312
263,Mì Ốc Hến Dì Lan - Ngô Văn Sở,https://www.foody.vn/ho-chi-minh/mi-oc-hen-di-lan-ngo-van-so,"2/4 Ngô Văn Sở, P. 13,  Quận 4, TP. HCM",07:00 AM - 07:00 PM,20.000đ - 25.000đ,6.6,132
264,Mì Ốc Hến Dì Lan - Tôn Thất Thuyết,https://www.foody.vn/ho-chi-minh/mi-oc-hen-di-lan,"92B/20 Tôn Thất Thuyết, P. 16,  Quận 4, TP. HCM",08:30 AM - 12:00 PM,25.000đ - 30.000đ,6.8,61
265,Newdays Japanese Matcha Cafe - Vincom Plaza Lê Văn Việt,https://www.foody.vn/ho-chi-minh/newdays-matcha-coffee-le-van-viet,"Lô L4 - K5, Vincom Plaza Lê Văn Việt, 50 Lê Văn Việt,  Quận 9, TP. HCM",08:30 AM - 10:00 PM,37.000đ - 60.000đ,7.5,23
266,Ngọc Nga - Bánh Flan Thập Cẩm,https://www.foody.vn/ho-chi-minh/banh-flan-thap-cam,"63 Đường 20 Thước, P. 9,  Quận 4, TP. HCM",,5.000đ - 10.000đ,7.4,205
267,Ngõ 8 - Trà Chanh & Lẩu Riêu Cua Đồng - Cù Lao,https://www.foody.vn/ho-chi-minh/ngo-8-tra-chanh-lau-rieu-cua-dong-cu-lao,"8 Cù Lao, P. 2,  Quận Phú Nhuận, TP. HCM",,20.000đ - 198.000đ,7.0,413
268,Nhà Hàng Duyên Hải - Cần Giờ,https://www.foody.vn/ho-chi-minh/nha-hang-duyen-hai-can-gio,"551/2  Khu phố Miễu Ba, TT Cần Thạnh,  Cần Giờ, TP. HCM",,30.000đ - 400.000đ,7.3,2
269,Nhi Nhi Quán - Đặc Sản Phan Rang,https://www.foody.vn/ho-chi-minh/nhi-nhi-quan-dac-san-phan-rang,"125/47 Lê Đức Thọ, P. 17,  Quận Gò Vấp, TP. HCM",,6.000đ - 14.000đ,7.1,209
270,Nhạn Trắng - Quán Nhậu & Karaoke,https://www.foody.vn/ho-chi-minh/nhan-trang,"139 Duyên Hải, TT. Cần Thạnh,  Cần Giờ, TP. HCM",08:00 AM - 10:30 PM,100.000đ - 330.000đ,6.3,4
271,Nhà Hàng Cánh Quạt - Hải Sản & Ẩm Thực Việt,https://www.foody.vn/ho-chi-minh/nha-hang-canh-quat-hai-san-am-thuc-viet,"166E Lê Văn Lương, Xã Phước Kiểng,  Nhà Bè, TP. HCM",10:00 AM - 10:00 PM,50.000đ - 350.000đ,7.6,17
272,Nhà Hàng Ngân Đình - Windsor Plaza,https://www.foody.vn/ho-chi-minh/nha-hang-ngan-dinh-windsor-plaza,"Windsor Plaza, 18 An Dương Vương,  Quận 5, TP. HCM",Tối  05:00 PM - 10:00 PM,80.000đ - 1.100.000đ,7.5,144
273,Nhà Hàng Ngân Đình Sài Gòn,https://www.foody.vn/ho-chi-minh/nha-hang-ngan-dinh-sai-gon,"52 - 54 - 56 Đồng Khởi, P. Bến Nghé,  Quận 1, TP. HCM",11:00 AM - 01:00 AM,200.000đ - 1.000.000đ,7.4,14
274,Nhà Hàng Phong Cua 2 - Bình Quới,https://www.foody.vn/ho-chi-minh/nha-hang-phong-cua-2-binh-quoi,"1067 Bình Quới,  Quận Bình Thạnh, TP. HCM",11:00 AM - 10:00 PM,200.000đ - 330.000đ,6.2,63
275,Nhà Hàng Sân Vườn Bên Sông - Kha Vạn Cân,https://www.foody.vn/ho-chi-minh/nha-hang-san-vuon-ben-song-kha-van-can,"17/3 Kha Vạn Cân, P. Hiệp Bình Chánh,  Quận Thủ Đức, TP. HCM",08:00 AM - 10:00 PM,80.000đ - 165.000đ,7.1,78
276,NiNi Bakery - Bánh Kem Pháp - Đường D2,https://www.foody.vn/ho-chi-minh/nini-bakery-banh-kem-phap-duong-d2,"190/6 Đường D2, P. 25,  Quận Bình Thạnh, TP. HCM",09:00 AM - 09:00 PM,200.000đ - 440.000đ,6.1,281
277,No.96 - Quán 96 Lẩu & Nướng,https://www.foody.vn/ho-chi-minh/no-96,"117 Võ Văn Tần,  Quận 3, TP. HCM",10:00 AM - 11:30 PM,30.000đ - 220.000đ,7.2,297
278,No.96 Corner,https://www.foody.vn/ho-chi-minh/no-96-lau-nuong-nguyen-tri-phuong,"481 Nguyễn Tri Phương,  Quận 10, TP. HCM",10:00 AM - 11:30 PM,30.000đ - 220.000đ,7.3,69
279,Oasis Cafe,https://www.foody.vn/ho-chi-minh/oasis-cafe,"303 Lê Lợi, P. 3,  Quận Gò Vấp, TP. HCM",07:00 AM - 10:00 PM,15.000đ - 55.000đ,6.7,198
280,Oishii Yogurt & Coffee - Quang Trung,https://www.foody.vn/ho-chi-minh/oishii-yogurt-coffee-quang-trung,"53 Quang Trung,  Quận 9, TP. HCM",08:30 AM - 10:00 PM,5.000đ - 35.000đ,7.5,21
281,Oromia Coffee - Nam Kỳ Khởi Nghĩa,https://www.foody.vn/ho-chi-minh/oromia-coffee-nam-ky-khoi-nghia,"193A/D3 Nam Kỳ Khởi Nghĩa,  Quận 3, TP. HCM",07:00 AM - 10:30 PM,36.000đ - 146.000đ,7.9,"1,067"
282,Osaka - Cơm Thố Nhật Bản,https://www.foody.vn/ho-chi-minh/osaka-com-tho-nhat-ban,"64 Nguyễn Thời Trung, P. 6,  Quận 5, TP. HCM",11:00 AM - 10:00 PM,30.000đ - 50.000đ,6.9,455
283,Panda BBQ - Xiên Nướng Đồng Giá 5000 - Chợ Đêm Linh Trung,https://www.foody.vn/ho-chi-minh/panda-bbq-xien-nuong-dong-gia-5000-cho-dem-linh-trung,"1225E Tỉnh Lộ 43, P. Bình Chiểu,  Quận Thủ Đức, TP. HCM",,5.000đ - 5.000đ,_._,0
284,Panda BBQ - Xiên Nướng Đồng Giá 5000,https://www.foody.vn/ho-chi-minh/panda-bbq-xien-nuong-dong-gia-5000-pham-hung,"C3/6 Phạm Hùng,  Bình Chánh, TP. HCM",,5.000đ - 70.000đ,7.4,56
285,Panda BBQ 2 - Xiên Nướng Đồng Giá 5000,https://www.foody.vn/ho-chi-minh/panda-bbq-2-xien-nuong-dong-gia-5000,"137 Đường Số 9A, Khu Dân Cư Trung Sơn,  Bình Chánh, TP. HCM",,5.000đ - 70.000đ,6.7,171
286,Panda BBQ 7 - Xiên Nướng Đồng Giá 5000,https://www.foody.vn/ho-chi-minh/panda-bbq-7-xien-nuong-dong-gia-5000,"255 Hòa Bình,  Quận Tân Phú, TP. HCM",,5.000đ - 50.000đ,7.7,25
287,Papa's Chicken & Beer Thủ Đức,https://www.foody.vn/ho-chi-minh/papas-chicken-beer-thu-duc,"165 Thống Nhất, P. Bình Thọ,  Quận Thủ Đức, TP. HCM",11:00 AM - 11:00 PM,50.000đ - 150.000đ,7.0,146
288,Papa's Chicken - An Phú,https://www.foody.vn/ho-chi-minh/papa-s-chicken-an-phu,"15 Nguyễn Quý Đức, P. An Phú,  Quận 2, TP. HCM",09:00 AM - 10:00 PM,100.000đ - 220.000đ,7.0,81
289,Papa's Chicken - Phú Mỹ Hưng,https://www.foody.vn/ho-chi-minh/papa-s-chicken,"S37-1 Hưng Vượng 2, Bùi Bằng Đoàn,  Quận 7, TP. HCM",10:30 AM - 12:00 AM,100.000đ - 165.000đ,7.1,466
290,Papa's Chicken - Trường Sa,https://www.foody.vn/ho-chi-minh/papa-s-chicken-truong-sa,"346 Trường Sa, P. 2,  Quận Phú Nhuận, TP. HCM",09:00 AM - 10:00 PM,20.000đ - 400.000đ,6.6,275
291,Papaxốt - Phạm Hùng,https://www.foody.vn/ho-chi-minh/papaxot-pham-hung,"8A Phạm Hùng, P. 4,  Quận 8, TP. HCM",08:00 AM - 10:00 PM,25.000đ - 180.000đ,7.4,86
292,Paris Baguette - Cao Thắng,https://www.foody.vn/ho-chi-minh/paris-baguette-cao-thang,"2 Cao Thắng, P. 2,  Quận 3, TP. HCM",07:00 AM - 11:00 PM,10.000đ - 66.000đ,7.3,550
293,Partea - English Tearoom,https://www.foody.vn/ho-chi-minh/partea-english-tearoom,"Tầng 4, 42 Nguyễn Huệ,  Quận 1, TP. HCM",09:00 AM - 10:00 PM,50.000đ - 80.000đ,7.6,561
294,Pepper Lunch - AEON Mall,https://www.foody.vn/ho-chi-minh/pepper-lunch-aeon-mall,"Tầng Trệt AEON Mall, 30 Bờ Bao Tân Thắng, P. Sơn Kỳ,  Quận Tân Phú, TP. HCM",09:00 AM - 09:30 PM,200.000đ - 550.000đ,7.3,119
295,Peter Home - Coffee Shop,https://www.foody.vn/ho-chi-minh/peter-home-coffee-shop,"143/5 Nguyễn Ảnh Thủ, P. Trung Chánh,  Hóc Môn, TP. HCM",09:00 AM - 11:00 PM,30.000đ - 50.000đ,8.0,14
296,Phố Biển - Hải Sản Tươi Sống - Tắc Suất,https://www.foody.vn/ho-chi-minh/pho-bien-hai-san-tuoi-song-tac-suat,"289 Tắc Suất, Khu Phố Miễu Nhì, TT. Cần Thạnh,  Cần Giờ, TP. HCM",06:00 AM - 10:00 PM,150.000đ - 330.000đ,5.0,2
297,Phong Cua 1 - Cây Sứ Quán,https://www.foody.vn/ho-chi-minh/phong-cua-cay-su-quan,"1019A Bình Quới, P. 28,  Quận Bình Thạnh, TP. HCM",10:00 AM - 11:00 PM,200.000đ - 330.000đ,6.5,390
298,Phở Quỳnh Mai - Củ Chi,https://www.foody.vn/ho-chi-minh/pho-quynh-mai-cu-chi,"Gần QL22 & Trần Văn Chấm,  Củ Chi, TP. HCM",07:00 AM - 07:00 PM,25.000đ - 55.000đ,7.0,10
299,Phúc Long Coffee & Tea House - 42 Ngô Đức Kế,https://www.foody.vn/ho-chi-minh/phuc-long-coffee-tea-house-42-ngo-duc-ke,"42 Ngô Đức Kế, P. Bến Nghé,  Quận 1, TP. HCM",07:30 AM - 10:30 PM,25.000đ - 45.000đ,7.4,3
300,Phúc Long Coffee & Tea House - AEON Mall Bình Tân,https://www.foody.vn/ho-chi-minh/phuc-long-coffee-tea-house-aeon-mall-binh-tan,"Tầng 1, Aeon Mall Bình Tân, 1 Đường Số 17A, P. Bình Trị Đông,  Quận Bình Tân, TP. HCM",10:00 AM - 10:00 PM,30.000đ - 50.000đ,7.4,66
301,Phúc Long Coffee & Tea House - Crescent Mall,https://www.foody.vn/ho-chi-minh/phuc-long-cafe-takeaway-crescent-mall,"Tầng G Crescent Mall, 101 Tôn Dật Tiên, P. Tân Phú,  Quận 7, TP. HCM",09:00 AM - 10:30 PM,30.000đ - 50.000đ,7.4,330
302,Phúc Long Coffee & Tea House - SC VivoCity,https://www.foody.vn/ho-chi-minh/phuc-long-coffee-tea-house-sc-vivocity,"41A - 41B, Tầng 1, SC VivoCity, 1058 Nguyễn Văn Linh, KP. 1, P. Tân Phong,  Quận 7, TP. HCM",07:00 AM - 09:00 PM,30.000đ - 100.000đ,7.5,173
303,Phúc Long Coffee & Tea House - TTTM RomeA,https://www.foody.vn/ho-chi-minh/phuc-long-coffee-tea-house-tttm-romea,"TTTM RomeA, 117 Nguyễn Đình Chiểu, P. 6,  Quận 3, TP. HCM",07:30 AM - 10:00 PM,25.000đ - 80.000đ,7.1,3
304,Pizza 4P’s - Pizza Kiểu Nhật - Lê Thánh Tôn,https://www.foody.vn/ho-chi-minh/pizza-4p-s-pizza-kieu-nhat-le-thanh-ton,"8/15 Lê Thánh Tôn, P. Bến Nghé,  Quận 1, TP. HCM",Everyday  10:00 AM - 11:00 PM,250.000đ - 500.000đ,7.9,911
305,Pizza 4P’s - Pizza Kiểu Nhật - Nguyễn Văn Linh,https://www.foody.vn/ho-chi-minh/pizza-4p-s-pizza-kieu-nhat-nguyen-van-linh,"Lô MD2, Nguyễn Văn Linh, P Tân Phú,  Quận 7, TP. HCM",10:00 AM - 10:00 PM,200.000đ - 300.000đ,7.8,102
306,Pizza 4P's - Pizza Kiểu Nhật - Saigon Centre,https://www.foody.vn/ho-chi-minh/pizza-4p-s-pizza-kieu-nhat-saigon-centre,"01 - 2 Lầu 6 Saigon Centre, 65 Lê Lợi, P. Bến Nghé,  Quận 1, TP. HCM",10:00 - 23:00,250.000đ - 400.000đ,_._,0
307,Pizza 4P's - Pizza Kiểu Nhật - Thủ Khoa Huân,https://www.foody.vn/ho-chi-minh/pizza-4p-s-pizza-kieu-nhat-thu-khoa-huan,"8 Thủ Khoa Huân, P. Bến Thành,  Quận 1, TP. HCM",Chủ Nhật  10:00 AM - 11:00 PM,150.000đ - 300.000đ,8.1,113
308,Pizza Hut - Crescent Mall,https://www.foody.vn/ho-chi-minh/pizza-hut-crescent-mall-ton-dat-tien,"Tầng 5 Crescent Mall, 101 Tôn Dật Tiên, P. Tân Phú,  Quận 7, TP. HCM",07:00 AM - 11:00 PM,200.000đ - 330.000đ,7.3,92
309,Pizza Hut - Etown Cộng Hoà,https://www.foody.vn/ho-chi-minh/pizza-hut-etown-cong-hoa,"364 Cộng Hòa,  Quận Tân Bình, TP. HCM",10:00 AM - 10:00 PM,200.000đ - 330.000đ,7.3,5
